#{"t_start": 1701292413.9755702, "env_id": null}
r,l,t
-11.16,5,41.009673
-12.0,11,41.045758
-12.04,13,41.087758
-11.58,9,41.120286
-11.63,9,41.152287
-11.17,5,41.187287
-11.26,6,41.210291
-11.83,11,41.247805
-11.48,8,41.275804
-12.09,13,41.319316
-12.0,11,41.359318
-11.99,13,41.424206
-12.03,12,41.464216
-12.04,13,41.532481
-12.1,13,41.577033
-11.27,6,41.600037
-11.86,11,41.637552
-11.15,5,41.655551
-12.01,12,41.696551
-12.13,13,41.746159
-11.89,12,41.810188
-11.95,12,41.873251
-12.0,11,41.932768
-11.99,12,41.971769
-11.92,12,42.012325
-11.99,12,42.051813
-11.49,8,42.100381
-11.16,5,42.11889
-11.25,6,42.139887
-11.26,6,42.160889
-12.09,13,42.204895
-12.09,13,42.248407
-12.13,13,42.29242
-12.0,13,42.333922
-12.06,13,42.376934
-11.69,10,42.412496
-11.26,6,42.435012
-11.56,9,42.471412
-11.46,8,42.512
-12.04,12,42.56751
-11.06,4,42.592511
-12.02,12,42.632028
-11.63,9,42.686028
-12.0,11,42.750852
-11.55,9,42.806051
-12.03,12,42.845562
-12.0,13,42.888561
-12.04,13,42.935084
-11.16,5,42.957082
-12.09,13,43.003088
-11.36,7,43.028114
-11.06,4,43.042114
-12.06,12,43.082656
-12.04,13,43.126175
-12.0,11,43.164175
-11.3,5,43.196175
-11.59,9,43.226689
-11.7,10,43.26169
-11.24,6,43.282692
-11.98,13,43.325203
-11.46,8,43.353204
-11.36,7,43.377204
-11.82,11,43.416304
-11.14,5,43.434041
-12.04,12,43.473163
-11.16,5,43.49117
-12.05,13,43.562457
-12.05,13,43.619295
-11.82,11,43.656295
-11.66,9,43.686296
-11.72,10,43.720812
-11.68,10,43.755572
-12.0,11,43.794571
-12.06,13,43.837939
-11.4,7,43.882508
-11.92,12,43.954027
-11.89,11,44.01453
-11.37,7,44.038119
-11.92,11,44.100537
-11.94,12,44.141047
-11.58,9,44.172049
-12.0,11,44.223576
-12.05,13,44.305578
-11.76,11,44.345089
-11.85,11,44.384092
-12.05,13,44.456206
-11.84,11,44.505457
-12.03,12,44.546353
-11.39,7,44.571353
-11.26,6,44.593353
-11.9,11,44.630874
-11.81,11,44.672871
-11.06,4,44.688872
-11.47,8,44.718115
-11.77,11,44.756116
-11.57,9,44.787876
-12.07,12,44.845959
-12.05,13,44.906966
-12.02,13,44.95048
-12.09,13,44.994481
-11.64,9,45.024994
-12.02,13,45.068964
-11.63,9,45.124053
-12.04,12,45.165053
-11.72,10,45.200054
-11.35,7,45.226573
-11.69,10,45.260579
-11.27,6,45.283573
-12.0,11,45.362093
-11.45,8,45.397098
-12.03,13,45.494104
-11.49,8,45.526196
-11.84,11,45.566329
-11.47,8,45.595329
-11.32,7,45.623439
-11.76,10,45.66044
-11.58,9,45.693439
-12.0,12,45.735956
-12.04,13,45.783956
-11.26,6,45.806516
-12.08,13,45.849363
-11.6,9,45.881361
-11.84,11,45.919452
-12.0,11,45.957451
-11.72,10,45.993451
-12.05,13,46.03797
-11.25,6,46.060521
-12.04,13,46.10785
-11.84,11,46.148903
-12.02,12,46.189904
-11.2,6,49.983954
-11.59,9,50.013958
-12.07,13,50.054468
-11.58,9,50.083471
-12.01,12,50.122609
-11.77,10,50.155646
-11.62,9,50.183738
-12.04,13,50.225253
-11.88,11,50.261253
-11.56,9,50.290253
-11.36,7,50.314262
-11.68,10,50.346779
-12.02,13,50.419291
-11.99,12,50.45729
-11.9,12,50.496288
-12.04,13,50.53747
-12.12,13,50.578545
-11.62,9,50.607552
-12.07,13,50.649855
-12.04,13,50.692403
-12.05,13,50.733918
-12.01,12,50.774917
-11.94,12,50.81393
-11.3,6,50.835456
-11.39,7,50.858452
-12.05,13,50.900114
-11.59,9,50.93026
-11.4,7,50.954261
-11.25,6,50.975275
-11.74,10,51.007266
-11.26,6,51.043777
-11.37,7,51.075774
-11.92,12,51.114534
-12.0,11,51.149636
-11.16,5,51.179637
-11.16,5,51.198636
-12.0,12,51.237153
-11.37,7,51.260152
-11.17,5,51.278151
-12.05,12,51.317156
-11.44,7,51.341669
-11.39,7,51.38667
-11.88,12,51.428186
-11.46,8,51.456185
-11.37,7,51.500187
-12.06,13,51.566119
-11.16,5,51.597701
-11.98,12,51.668788
-11.33,7,51.69225
-11.45,8,51.71977
-11.39,7,51.74633
-12.0,12,51.815346
-12.11,14,51.861857
-11.37,7,51.904478
-11.57,9,51.933987
-11.79,11,51.970071
-12.04,12,52.009076
-11.36,7,52.033144
-12.01,12,52.075143
-11.36,7,52.099143
-11.8,11,52.136232
-11.98,12,52.177235
-11.48,8,52.203832
-11.79,11,52.239349
-12.01,13,52.282347
-12.04,13,52.324872
-11.66,9,52.361199
-11.71,10,52.397194
-11.06,4,52.415202
-11.5,8,52.442712
-11.26,6,52.465817
-11.5,8,52.493805
-11.4,7,52.516809
-11.92,11,52.553322
-11.61,9,52.582866
-12.01,12,52.629663
-12.0,13,52.674213
-11.93,12,52.713797
-11.25,6,52.736305
-11.71,9,52.766322
-11.53,8,52.794306
-12.11,13,52.840451
-12.06,12,52.879451
-11.68,10,52.930969
-11.36,7,52.95578
-11.48,8,52.983506
-11.83,11,53.020017
-12.0,12,53.060035
-11.6,9,53.115029
-11.57,9,53.146212
-11.15,5,53.16688
-12.0,11,53.204891
-11.5,8,53.232399
-11.15,5,53.251399
-11.79,11,53.2884
-11.82,11,53.326924
-12.08,13,53.371921
-12.04,13,53.414927
-11.39,7,53.438436
-12.03,13,53.516441
-11.23,6,53.552951
-11.39,7,53.577563
-12.0,12,53.616139
-12.05,13,53.663188
-11.23,6,53.686194
-11.24,6,53.708203
-11.33,7,53.734287
-11.53,8,53.762869
-11.06,4,53.77787
-12.04,13,53.82294
-12.0,12,53.90294
-12.05,13,53.970016
-11.77,11,54.031237
-11.99,13,54.073806
-11.63,9,54.102805
-11.44,8,54.156882
-11.17,5,54.188661
-12.1,13,54.233734
-11.87,12,54.280733
-11.36,7,54.305741
-11.9,12,54.347261
-11.72,10,54.38326
-12.0,12,54.423783
-11.14,5,54.457775
-11.83,11,54.53129
-11.69,10,54.567289
-12.04,13,54.613011
-12.07,13,54.660074
-11.91,11,54.69895
-11.8,11,54.738026
-11.17,5,54.757027
-11.73,10,54.816031
-12.05,13,54.86054
-11.79,10,54.89454
-11.47,8,54.945056
-11.53,8,54.975056
-11.32,5,54.993779
-12.02,12,55.034855
-12.03,12,55.077855
-12.07,13,55.160208
-11.15,5,55.179212
-12.03,12,55.223345
-11.23,6,55.245346
-11.53,8,55.276365
-11.9,12,55.317349
-12.07,12,55.35686
-12.02,13,55.441382
-11.69,10,55.481383
-12.0,11,59.313046
-11.15,5,59.335558
-11.36,7,59.362559
-12.06,13,59.415562
-11.5,8,59.44908
-11.61,9,59.491072
-12.05,12,59.54215
-11.49,8,59.572144
-12.0,12,59.621149
-11.12,4,59.638661
-11.77,11,59.687339
-12.02,13,59.739462
-12.11,13,59.79205
-11.17,5,59.813059
-11.26,6,59.835569
-11.49,8,59.86457
-11.53,8,59.897126
-12.0,11,59.937656
-12.0,11,59.976645
-12.09,13,60.022648
-11.33,7,60.049174
-11.46,7,60.073729
-11.51,8,60.127619
-11.64,9,60.161618
-11.17,5,60.181181
-11.23,6,60.204182
-12.02,13,60.278017
-11.27,6,60.317625
-11.46,8,60.353144
-11.95,12,60.399146
-11.48,8,60.428662
-12.06,13,60.473665
-11.35,7,60.519666
-12.09,13,60.564178
-11.55,9,60.597179
-11.15,5,60.631717
-11.24,6,60.654718
-11.66,10,60.715201
-11.8,11,60.75871
-11.9,12,60.806519
-11.59,9,60.86165
-11.53,9,60.89365
-11.85,11,60.933164
-11.56,9,60.964164
-11.89,11,61.031678
-11.96,12,61.074677
-11.45,8,61.102363
-11.8,11,61.142463
-11.53,9,61.172464
-11.4,7,61.214469
-12.05,13,61.288302
-11.82,11,61.324822
-11.76,10,61.357822
-11.58,9,61.391825
-12.05,13,61.434338
-12.0,12,61.474337
-12.13,13,61.516341
-11.16,5,61.533856
-11.67,10,61.566854
-11.26,6,61.587865
-11.66,10,61.621858
-11.37,7,61.646369
-11.62,9,61.699126
-11.38,7,61.740213
-12.06,13,61.818766
-11.58,9,61.85828
-11.37,7,61.883605
-11.92,12,61.925674
-11.27,6,61.946676
-11.28,6,61.967677
-11.6,9,61.999676
-11.69,10,62.060192
-11.27,6,62.098192
-11.82,10,62.157255
-12.06,13,62.223583
-11.48,8,62.250096
-11.95,13,62.292561
-11.59,9,62.331625
-11.69,10,62.392624
-11.68,10,62.456698
-11.6,9,62.510704
-12.06,12,62.550218
-11.16,5,62.567216
-11.79,11,62.604217
-11.8,11,62.64073
-11.57,9,62.672729
-11.84,11,62.711325
-11.61,9,62.743879
-11.79,11,62.811423
-11.06,4,62.837916
-11.34,7,62.863923
-12.13,13,62.905495
-11.53,8,62.955008
-11.73,10,62.99001
-12.05,12,63.029526
-11.28,6,63.050524
-11.36,7,63.09253
-11.16,5,63.125043
-12.06,13,63.191363
-11.87,12,63.23088
-11.26,6,63.25188
-11.81,11,63.287388
-11.84,11,63.346447
-11.23,6,63.383445
-11.06,4,63.398446
-11.46,8,63.424957
-11.9,12,63.464962
-11.57,9,63.501965
-11.55,9,63.558483
-11.95,12,63.598483
-12.15,13,63.640997
-11.46,8,63.667995
-11.17,5,63.686012
-11.15,5,63.704002
-11.8,11,63.741225
-11.58,9,63.771223
-11.64,10,63.804222
-11.15,5,63.836739
-11.06,4,63.862302
-11.22,6,63.899725
-12.01,12,63.955815
-11.61,9,63.985815
-11.65,10,64.043333
-11.36,7,64.067332
-11.83,11,64.104333
-11.58,9,64.133846
-11.56,9,64.164847
-12.06,13,64.207406
-11.53,9,64.238926
-12.05,13,64.304495
-11.25,6,64.325097
-11.14,5,64.356648
-11.17,5,64.374649
-11.78,10,64.407649
-11.06,4,64.422651
-11.52,8,64.471168
-11.15,5,64.502164
-11.61,9,64.555681
-12.0,11,64.59168
-11.63,9,64.623685
-11.7,10,64.657197
-11.51,8,64.705198
-11.27,6,64.742282
-11.47,8,64.770391
-11.85,11,64.806964
-11.37,7,64.833491
-12.06,12,64.872987
-11.99,12,64.912565
-11.17,5,64.930071
-11.46,8,64.957072
-12.05,12,64.997071
-11.43,7,65.03859
-11.06,4,65.053591
-12.12,13,65.095591
-11.59,9,65.126102
-11.52,8,65.153109
-11.73,10,65.199109
-11.48,8,65.225846
-11.17,5,65.243393
-11.34,7,65.267394
-12.16,13,68.891715
-11.6,9,68.921707
-12.06,13,68.963223
-11.49,8,68.98984
-11.14,5,69.006841
-12.04,12,69.045356
-12.07,13,69.087358
-11.73,10,69.119361
-11.57,9,69.172875
-11.6,9,69.201874
-11.15,5,69.219878
-11.3,6,69.239388
-12.04,13,69.280388
-11.45,8,69.308141
-11.06,4,69.321697
-11.53,8,69.347208
-12.02,12,69.385769
-11.6,9,69.415348
-11.49,8,69.441849
-11.79,11,69.476849
-11.24,6,69.496849
-11.46,8,69.523854
-11.34,7,69.546366
-11.8,11,69.581379
-11.57,9,69.63488
-12.04,13,69.674891
-11.6,9,69.703879
-11.53,9,69.7344
-11.57,9,69.763397
-11.14,5,69.7807
-11.06,4,69.795701
-11.26,6,69.816268
-12.05,12,69.885779
-11.23,6,69.920784
-12.05,13,69.986873
-12.08,13,70.028293
-11.4,7,70.0513
-11.34,7,70.074851
-12.0,11,70.108851
-11.54,9,70.139163
-11.06,4,70.154163
-11.55,9,70.18317
-11.15,5,70.201163
-11.61,9,70.230679
-12.05,13,70.271681
-11.54,9,70.301222
-11.59,9,70.330312
-11.92,12,70.3686
-11.27,6,70.388601
-11.33,7,70.412519
-11.65,10,70.444583
-11.17,5,70.474581
-11.56,9,70.503582
-11.47,8,70.529684
-11.47,8,70.555685
-11.48,8,70.581685
-11.65,10,70.6402
-11.51,8,70.687201
-11.26,6,70.724207
-11.36,7,70.747714
-11.62,9,70.777718
-11.17,5,70.795317
-11.56,9,70.82632
-12.02,13,70.868307
-11.22,5,70.886294
-11.9,11,70.921844
-11.98,12,70.991353
-11.82,11,71.051727
-11.54,9,71.080726
-12.01,12,71.138242
-11.26,6,71.173239
-11.26,6,71.19924
-11.38,7,71.227245
-11.76,11,71.267772
-11.47,8,71.316777
-11.74,10,71.350291
-11.39,7,71.374865
-11.87,12,71.414169
-11.72,10,71.448234
-11.15,5,71.466232
-12.05,14,71.523238
-11.06,4,71.538752
-11.37,7,71.564749
-11.72,10,71.599756
-11.46,8,71.626755
-11.73,10,71.681265
-11.36,7,71.706266
-11.69,10,71.74454
-12.08,13,71.799541
-11.27,6,71.821166
-12.07,13,71.884236
-11.36,7,71.910236
-12.04,13,71.954752
-11.69,10,71.988752
-11.24,6,72.009752
-11.72,10,72.043836
-11.37,7,72.068837
-11.8,11,72.104227
-11.5,8,72.133303
-11.33,6,72.170304
-11.79,11,72.207303
-11.71,10,72.240819
-12.05,12,72.28082
-11.69,9,72.309819
-11.69,10,72.343876
-11.16,5,72.381876
-11.34,7,72.426211
-12.1,13,72.469731
-11.14,5,72.487731
-11.55,8,72.515735
-11.25,6,72.536247
-11.16,5,72.570245
-11.37,7,72.613246
-11.24,6,72.634336
-11.7,10,72.668336
-11.28,6,72.690336
-11.48,8,72.718345
-11.86,11,72.753859
-12.04,12,72.793854
-11.84,11,72.855915
-12.1,13,72.925201
-11.33,7,72.949714
-11.83,11,72.987713
-11.25,6,73.008715
-11.57,9,73.040232
-11.5,8,73.090049
-11.06,4,73.117611
-12.02,12,73.157359
-11.28,6,73.178377
-11.24,6,73.199374
